Class,Description,GroupValue,Renewal Prob,Number of Months from First Unlock
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,52,0.5,16.333333
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,53,1,13.428571
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,54,0.25,12
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,55,0.666667,12
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,56,0.75,13.666667
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,57,0.6,13.333333
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,58,0,
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,59,0.75,12
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,60,1,12
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,61,0.5,13.5
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,62,0,
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,63,0,
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,64,1,12
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,65,0,
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,66,0.5,12
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,67,0.5,12
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,68,0,
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,69,0.333333,12
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,70,0.25,12
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,71,1,14.75
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,72,0.5,12
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,73,0.875,14
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,74,0.75,12
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,75,0.5,12
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,76,1,12
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,77,0,
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,78,1,12
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,79,0.333333,17
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,80,0,
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,81,0.333333,12
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,82,1,17.5
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,83,1,12.5
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,84,1,12
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,85,0.666667,12.5
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,86,1,12
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,87,0.5,12
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,88,1,12
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,89,0,
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,90,1,13.333333
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,91,0,
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,92,0,
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,93,0,
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,95,1,12
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,96,0,
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,98,0,
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,99,0,
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,102,1,14
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,105,0.666667,12
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,107,0,
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,110,1,12
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,111,0,
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,112,1,12
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,113,1,12
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,116,1,12
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,118,1,12
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,120,1,22
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,121,0,
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,128,0,
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,130,1,12
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,149,0,
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,162,1,12
fertility_guide_views,Number of 'Guide views: Fertility' events recorded for the employee during the observation window.,222,1,16
,,,,
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,0,0.290983,13.603027
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,1,0.571429,12.75
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,2,0.666667,12
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,4,0.75,12.666667
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,5,0.333333,13
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,6,0,
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,7,0.5,12
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,9,0.5,13
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,11,0.5,12
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,12,0.5,15.5
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,13,0.666667,12
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,14,0.5,16
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,15,1,12
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,16,1,13
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,17,0,
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,18,1,12
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,19,1,12
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,20,1,12
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,21,0,
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,22,0,
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,23,0,
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,24,1,12
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,25,1,12
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,26,0.5,12
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,27,0.6,12.666667
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,28,0.375,12
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,29,0.714286,13.2
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,30,1,12
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,31,0.6,12
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,32,0.5,12
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,34,0,
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,35,1,12
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,36,1,18
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,37,1,12
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,38,0,
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,46,1,12
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,47,1,12
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,50,0,
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,52,1,12
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,55,0,
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,56,1,12
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,65,1,12
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,73,1,12
gest_surrogacy_guide_views,Number of 'Guide views: Gestational surrogacy/donor assistance' events recorded for the employee during the observation window.,111,1,15
,,,,
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,0,0.291656,13.60284
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,1,0.247423,13.958333
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,2,0.114286,12
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,3,0.214286,13
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,4,0.222222,12
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,5,0.25,12
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,6,0.2,13
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,7,0.75,12.666667
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,8,0.222222,13
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,9,0.4,12
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,10,0.111111,22
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,11,0.333333,14
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,12,0,
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,13,0.166667,15
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,14,0,
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,15,0.333333,15
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,16,0,
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,17,0.428571,12
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,18,0.285714,13.5
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,19,0.153846,12
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,20,0.246377,12.705882
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,21,0.153846,12
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,22,0.36,13
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,23,0.142857,14
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,24,0.222222,12.75
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,25,0.268293,12.545455
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,26,0.4,13
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,27,0.166667,12.5
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,28,0.083333,12
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,29,0.285714,12.5
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,30,0.125,11
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,31,0,
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,32,0.2,12
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,33,0,
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,34,0.333333,15
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,36,1,12
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,37,0.5,12
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,39,0.166667,12
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,40,0,
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,42,0,
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,43,0.5,12
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,44,0.5,16.5
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,45,0.333333,12
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,46,0.333333,16
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,47,0.5,14
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,48,0.666667,12.5
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,49,0.333333,12
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,51,0,
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,52,0.333333,12
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,53,0,
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,54,0.666667,13.5
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,60,0.5,12
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,61,0.5,14
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,62,1,13
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,64,0,
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,70,0,
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,75,0.5,12
low_t_guide_views,Number of 'Guide views: Low testosterone' events recorded for the employee during the observation window.,121,1,12
,,,,
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,0,0.291667,13.602565
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,1,0.238095,13.327273
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,2,0.285714,14.125
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,3,0.428571,14.666667
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,4,0.142857,12.5
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,5,0,
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,6,0.375,14.333333
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,7,0.714286,13
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,8,0.153846,15
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,9,0,
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,10,0,
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,11,0.2,12
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,12,0,
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,13,0,
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,14,0.2,12
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,15,0.2,25
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,16,0.75,13.333333
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,17,0.4,12
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,18,0,
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,19,0.5,13.5
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,20,0,
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,21,0,
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,22,0.333333,13.8
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,23,0.282609,13.076923
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,24,0.157895,12
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,25,0.333333,14.833333
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,26,0.206897,12.166667
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,27,0.190476,12.9375
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,28,0.171429,13.666667
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,29,0.243902,13.2
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,30,0.1875,14
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,31,0.117647,15.5
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,32,0.285714,12
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,33,0.5,12
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,34,0,
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,35,0.333333,12
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,36,0.4,12
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,37,0,
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,38,0.5,12
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,39,0.5,12
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,40,0,
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,42,0,
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,43,0,
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,44,0.333333,12
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,45,0.5,18
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,46,0,
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,47,1,12
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,48,0.666667,12
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,49,0,
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,50,0.666667,12
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,51,0.666667,14
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,52,0.4,16
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,53,0,
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,54,0.333333,12
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,55,0.166667,12
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,56,0,
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,57,0.666667,12
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,58,1,12
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,59,0,
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,62,1,12
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,67,0,
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,68,1,12
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,69,1,22
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,71,1,12
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,77,1,12
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,78,1,12
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,79,1,12
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,81,0.333333,12
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,85,1,12
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,86,0.5,12
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,87,1,13
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,112,0,
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,147,0,
menopause_guide_views,Number of 'Guide views: Menopause' events recorded for the employee during the observation window.,186,1,12
,,,,
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,0,0.29085,13.602438
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,1,0.611111,13.613636
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,2,0.3,12
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,3,0.666667,12
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,4,0.636364,12.857143
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,5,0.333333,13.5
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,6,0.75,13
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,7,0.5,12
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,8,1,12
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,9,0.666667,12
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,10,1,12
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,12,0.5,12
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,14,0,
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,15,1,12
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,16,0,
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,20,0.666667,14
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,24,1,12
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,26,1,13.75
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,27,0.4,12
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,28,0.333333,15
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,29,0.25,12
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,30,0.333333,12
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,31,1,12.333333
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,32,0.333333,24
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,34,1,12
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,35,1,12
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,36,0.5,13.5
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,37,1,12
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,38,0,
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,39,1,12
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,40,1,12
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,42,0.5,13
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,43,0,
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,44,1,12
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,46,0,
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,49,0,
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,50,1,12
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,51,0,
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,55,1,12
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,57,0,
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,62,1,12
parenting_guide_views,Number of 'Guide views: Parenting' events recorded for the employee during the observation window.,98,0,
,,,,
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,0,0.286952,13.618941
